numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"824";"824";"439";"439";"OUT";"Martin Claret";"MAR";"Chico Xavier - O homem coração";"Martin Claret";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 439 · Ordem estante (Table 2): 439 · Obra nº 824"
"825";"825";"756";"756";"OUT";"Michaelus";"MIC";"Magnetismo Espiritual";"Michaelus";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 756 · Ordem estante (Table 2): 756 · Obra nº 825"
"826";"826";"843";"843";"OUT";"Nara";"NAR";"Aconteceu na Casa Espírita";"Nara";"Emanuel Cristiano";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 843 · Ordem estante (Table 2): 843 · Obra nº 826"
"827";"827";"1141";"1141";"OUT";"Nara Coelho";"NAR";"Enquanto há luz";"Nara Coelho";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1141 · Ordem estante (Table 2): 1141 · Obra nº 827"
"828";"828";"522";"522";"OUT";"Nara Coelho";"NAR";"Enquato Há Luz";"Nara Coelho";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 522 · Ordem estante (Table 2): 522 · Obra nº 828"
"829";"829";"1121";"1121";"OUT";"Nazareno Tourinho";"NAZ";"Como o Espírita deve pensar em Deus";"Nazareno Tourinho";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1121 · Ordem estante (Table 2): 1121 · Obra nº 829"
"830";"830";"469";"469";"OUT";"Neio Lúcio";"NEI";"Alvorada Cristã";"Neio Lúcio";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 469 · Ordem estante (Table 2): 469 · Obra nº 830"
"831";"831.1";"338";"868";"OUT";"Neio Lúcio";"NEI";"Jesus no Lar";"Neio Lúcio";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 338 · Ordem estante (Table 2): 868 · Obra nº 831 · Exemplares da mesma obra: 338, 441, 868"
"831";"831.2";"441";"441";"OUT";"Neio Lúcio";"NEI";"Jesus no Lar";"Neio Lúcio";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 441 · Ordem estante (Table 2): 441 · Obra nº 831 · Exemplares da mesma obra: 338, 441, 868"
"831";"831.3";"868";"868";"OUT";"Neio Lúcio";"NEI";"Jesus no Lar";"Neio Lúcio";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 868 · Ordem estante (Table 2): 868 · Obra nº 831 · Exemplares da mesma obra: 338, 441, 868"
"832";"832";"1003";"1003";"OUT";"Nélsom Moraes";"NEL";"Eisnstein e Kardec - A Conexão";"Nélsom Moraes";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1003 · Ordem estante (Table 2): 1003 · Obra nº 832"
"833";"833";"700";"700";"OUT";"Nelson Lobo de Barros";"NEL";"A Mensagem do Apocalipse";"Nelson Lobo de Barros";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 700 · Ordem estante (Table 2): 700 · Obra nº 833"
"834";"834";"857";"857";"OUT";"Nereu Mello)";"NER";"Joanne D'arc";"Nereu Mello)";"Ermance Dufax (tradução";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 857 · Ordem estante (Table 2): 857 · Obra nº 834"
"835";"835";"1024";"1024";"OUT";"Ney Lobo";"NEY";"Filosofia Espírita da Educação";"Ney Lobo";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1024 · Ordem estante (Table 2): 1024 · Obra nº 835"
"836";"836";"683";"683";"OUT";"Ney Lobo";"NEY";"FilosofiaEspírita da Educação";"Ney Lobo";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 683 · Ordem estante (Table 2): 683 · Obra nº 836"
"837";"837";"692";"692";"OUT";"Nogueira de Faria";"NOG";"O Trabalho dos Mortos";"Nogueira de Faria";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 692 · Ordem estante (Table 2): 692 · Obra nº 837"
"838";"838.1";"1098";"1099";"OUT";"Nubor Orlando Facuri";"NUB";"Mediunidade um Ensaio Clínico";"Nubor Orlando Facuri";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1098 · Ordem estante (Table 2): 1099 · Obra nº 838 · Exemplares da mesma obra: 1098, 1099"
"838";"838.2";"1099";"1099";"OUT";"Nubor Orlando Facuri";"NUB";"Mediunidade um Ensaio Clínico";"Nubor Orlando Facuri";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1099 · Ordem estante (Table 2): 1099 · Obra nº 838 · Exemplares da mesma obra: 1098, 1099"
"839";"839";"480";"480";"OUT";"Odilon Fernandes";"ODI";"Mediunidade e Evangelho";"Odilon Fernandes";"Carlos A . Bacelli";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 480 · Ordem estante (Table 2): 480 · Obra nº 839"
"840";"840";"954";"954";"OUT";"Oneida Terra";"ONE";"A Convite do Pai";"Oneida Terra";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 954 · Ordem estante (Table 2): 954 · Obra nº 840"
"841";"841";"708";"708";"OUT";"Osvaldo Polidoro";"OSV";"A Bíblia dos Espiritos";"Osvaldo Polidoro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 708 · Ordem estante (Table 2): 708 · Obra nº 841"
"842";"842";"236";"236";"OUT";"Padre Francois Brum";"PAD";"Os Mortos nos Falam";"Padre Francois Brum";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 236 · Ordem estante (Table 2): 236 · Obra nº 842"
"843";"843";"1001";"1001";"OUT";"Paulo Cesar";"PAU";"Comunicações Espirituais";"Paulo Cesar";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1001 · Ordem estante (Table 2): 1001 · Obra nº 843"
"844";"844";"341";"341";"OUT";"Paulo Hertz";"PAU";"Só o Amor Liberta";"Paulo Hertz";"Célia Xavier de camargo";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 341 · Ordem estante (Table 2): 341 · Obra nº 844"
"845";"845";"603";"603";"OUT";"Paulo Rossi";"PAU";"Aprendendo Com Chico Xavier";"Paulo Rossi";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 603 · Ordem estante (Table 2): 603 · Obra nº 845"
"846";"846";"477";"477";"OUT";"Pedro de Camargo";"PED";"O Mestre na Educação";"Pedro de Camargo";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 477 · Ordem estante (Table 2): 477 · Obra nº 846"
"847";"847";"777";"777";"OUT";"Pedro Santiago / Dizzi Akiban";"PED";"Raboni - Caminhos de redenção";"Pedro Santiago / Dizzi Akiban";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 777 · Ordem estante (Table 2): 777 · Obra nº 847"
"848";"848";"703";"703";"OUT";"Pietro Urbaldi";"PIE";"Ascençoes Humanas";"Pietro Urbaldi";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 703 · Ordem estante (Table 2): 703 · Obra nº 848"
"849";"849";"884";"884";"OUT";"Publio";"PUB";"Jesus no Teu Caminho";"Publio";"André Luiz Ruiz";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 884 · Ordem estante (Table 2): 884 · Obra nº 849"
"850";"850";"1148";"1148";"OUT";"R. A. Ranieri";"RAR";"O Prisioneiro de Cristo";"R. A. Ranieri";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1148 · Ordem estante (Table 2): 1148 · Obra nº 850"
"851";"851";"248";"248";"OUT";"R. Amadeu";"RAM";"Parapsicologia";"R. Amadeu";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 248 · Ordem estante (Table 2): 248 · Obra nº 851"
"852";"852";"237";"237";"OUT";"R.A.Dick";"RAD";"Vozes na casa";"R.A.Dick";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 237 · Ordem estante (Table 2): 237 · Obra nº 852"
"853";"853";"657";"657";"OUT";"Renato Zanola";"REN";"Arte e Espiritismo";"Renato Zanola";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 657 · Ordem estante (Table 2): 657 · Obra nº 853"
"854";"854";"534";"534";"OUT";"Revista";"REV";"Anuário Espírita 821";"Revista";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 534 · Ordem estante (Table 2): 534 · Obra nº 854"
"855";"855";"438";"438";"OUT";"Roberto Macedo";"ROB";"Vocabulário Hist.- Geog. Dos Romances de Emmanuel";"Roberto Macedo";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 438 · Ordem estante (Table 2): 438 · Obra nº 855"
"856";"856";"968";"968";"OUT";"Rock Jacinto";"ROC";"Passe e Passista";"Rock Jacinto";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 968 · Ordem estante (Table 2): 968 · Obra nº 856"
"857";"857";"710";"710";"OUT";"Rock Jacinto";"ROC";"Pertubação Espiritual";"Rock Jacinto";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 710 · Ordem estante (Table 2): 710 · Obra nº 857"
"858";"858";"907";"907";"OUT";"Rodolfo Caligares";"ROD";"Parabólas Evangelicas";"Rodolfo Caligares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 907 · Ordem estante (Table 2): 907 · Obra nº 858"
"859";"859.1";"535";"725";"OUT";"Rodolfo Caligaris";"ROD";"A Vida Em Família";"Rodolfo Caligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 535 · Ordem estante (Table 2): 725 · Obra nº 859 · Exemplares da mesma obra: 535, 725"
"859";"859.2";"725";"725";"OUT";"Rodolfo Caligaris";"ROD";"A Vida Em Família";"Rodolfo Caligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 725 · Ordem estante (Table 2): 725 · Obra nº 859 · Exemplares da mesma obra: 535, 725"
"860";"860";"540";"540";"OUT";"Rodolfo Caligaris";"ROD";"As Leis Morais";"Rodolfo Caligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 540 · Ordem estante (Table 2): 540 · Obra nº 860"
"861";"861.1";"440";"1073";"OUT";"Rodolfo Calligaris";"ROD";"A Vida Em Família";"Rodolfo Calligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 440 · Ordem estante (Table 2): 1073 · Obra nº 861 · Exemplares da mesma obra: 440, 1073"
"861";"861.2";"1073";"1073";"OUT";"Rodolfo Calligaris";"ROD";"A Vida Em Família";"Rodolfo Calligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1073 · Ordem estante (Table 2): 1073 · Obra nº 861 · Exemplares da mesma obra: 440, 1073"
"862";"862";"1161";"1161";"OUT";"Rodolfo Calligaris";"ROD";"O Sermão da Montanha";"Rodolfo Calligaris";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1161 · Ordem estante (Table 2): 1161 · Obra nº 862"
"863";"863";"80";"80";"OUT";"Rodolfo Coligares";"ROD";"A vida em família";"Rodolfo Coligares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 80 · Ordem estante (Table 2): 80 · Obra nº 863"
"864";"864";"206";"206";"OUT";"Rodolfo Coligares";"ROD";"O Sermão da Montanha";"Rodolfo Coligares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 206 · Ordem estante (Table 2): 206 · Obra nº 864"
"865";"865";"1093";"1093";"OUT";"Rosângela Cunha Redondo";"ROS";"Momentos de Encontro";"Rosângela Cunha Redondo";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1093 · Ordem estante (Table 2): 1093 · Obra nº 865"
"866";"866";"184";"184";"OUT";"Rossandro Klinjey";"ROS";"Auto Perdão";"Rossandro Klinjey";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 184 · Ordem estante (Table 2): 184 · Obra nº 866"
"867";"867";"707";"707";"OUT";"Ruth Montgomery";"RUT";"Em Busca da Verdade";"Ruth Montgomery";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 707 · Ordem estante (Table 2): 707 · Obra nº 867"
"868";"868";"713";"713";"OUT";"Ruy Helzman";"RUY";"Contos de Lá e de Cá";"Ruy Helzman";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 713 · Ordem estante (Table 2): 713 · Obra nº 868"
"869";"869";"530";"530";"OUT";"Sabija";"SAB";"Um Só Coração";"Sabija";"Oneida Terra";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 530 · Ordem estante (Table 2): 530 · Obra nº 869"
"870";"870";"103";"103";"OUT";"Sérgio Lourenço";"SER";"Cairbar Schutel na intimidade";"Sérgio Lourenço";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 103 · Ordem estante (Table 2): 103 · Obra nº 870"
"871";"871";"346";"346";"OUT";"Sergito de Souza Cavalcanti";"SER";"Retratos de Família";"Sergito de Souza Cavalcanti";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 346 · Ordem estante (Table 2): 346 · Obra nº 871"
"872";"872";"1048";"1048";"OUT";"Severino Selestino da Silva";"SEV";"Analizando as Traduções Bíblicas";"Severino Selestino da Silva";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1048 · Ordem estante (Table 2): 1048 · Obra nº 872"
"873";"873";"845";"845";"OUT";"Silvio Brito Soares";"SIL";"Grandes Vultos da Humanidade e o Espiritismo";"Silvio Brito Soares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 845 · Ordem estante (Table 2): 845 · Obra nº 873"
"874";"874";"739";"739";"OUT";"Spartaco Banal";"SPA";"As Sessões Práticas do Espiritismo";"Spartaco Banal";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 739 · Ordem estante (Table 2): 739 · Obra nº 874"
"875";"875";"634";"634";"OUT";"Sylvio Brito Soares";"SYL";"A vida e obra de Bezerra de Menezes";"Sylvio Brito Soares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 634 · Ordem estante (Table 2): 634 · Obra nº 875"
"876";"876";"686";"686";"OUT";"Sylvio Brito Soares";"SYL";"Paginas de Leon Denis";"Sylvio Brito Soares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 686 · Ordem estante (Table 2): 686 · Obra nº 876"
"877";"877";"1145";"1145";"OUT";"Sylvio Brito Soares";"SYL";"Vida e Obra de Bezerra de Menezes";"Sylvio Brito Soares";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1145 · Ordem estante (Table 2): 1145 · Obra nº 877"
"878";"878";"245";"245";"OUT";"Terezinha Oliveira";"TER";"Jesus o Cristo";"Terezinha Oliveira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 245 · Ordem estante (Table 2): 245 · Obra nº 878"
"879";"879";"136";"136";"OUT";"Terezinha Oliveira";"TER";"Na Luz do Evangelho";"Terezinha Oliveira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 136 · Ordem estante (Table 2): 136 · Obra nº 879"
"880";"880";"738";"738";"OUT";"Theophile Gautier";"THE";"O Ignorado Amor";"Theophile Gautier";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 738 · Ordem estante (Table 2): 738 · Obra nº 880"
"881";"881";"737";"737";"OUT";"Theophile Gautier";"THE";"Rainha (Romance de Uma Rainha)";"Theophile Gautier";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 737 · Ordem estante (Table 2): 737 · Obra nº 881"
"882";"882.1";"605";"856";"OUT";"Tomás Antônio Gonsaga";"TOM";"Confidencias de um Inconfidente";"Tomás Antônio Gonsaga";"Marilusa Moreira Vasconselos";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 605 · Ordem estante (Table 2): 856 · Obra nº 882 · Exemplares da mesma obra: 605, 856"
"882";"882.2";"856";"856";"OUT";"Tomás Antônio Gonsaga";"TOM";"Confidencias de um Inconfidente";"Tomás Antônio Gonsaga";"Marilusa Moreira Vasconselos";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 856 · Ordem estante (Table 2): 856 · Obra nº 882 · Exemplares da mesma obra: 605, 856"
"883";"883";"900";"900";"OUT";"Tomas Antônio Gonzaga";"TOM";"De Mário a Tiradentes";"Tomas Antônio Gonzaga";"Marilusa Moreira Vasconcelos";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 900 · Ordem estante (Table 2): 900 · Obra nº 883"
"884";"884";"1076";"1076";"OUT";"União Espirita Mineira";"UNI";"Chico Xavier (Mandato de Amor)";"União Espirita Mineira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1076 · Ordem estante (Table 2): 1076 · Obra nº 884"
"885";"885.1";"566";"567";"OUT";"Urbano Pereira";"URB";"Operações Espirituais";"Urbano Pereira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 566 · Ordem estante (Table 2): 567 · Obra nº 885 · Exemplares da mesma obra: 566, 567"
"885";"885.2";"567";"567";"OUT";"Urbano Pereira";"URB";"Operações Espirituais";"Urbano Pereira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 567 · Ordem estante (Table 2): 567 · Obra nº 885 · Exemplares da mesma obra: 566, 567"
"886";"886.1";"711";"712";"OUT";"Valerium";"VAL";"Bem - Aventurados os Simples";"Valerium";"Waldo Vieira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 711 · Ordem estante (Table 2): 712 · Obra nº 886 · Exemplares da mesma obra: 711, 712"
"886";"886.2";"712";"712";"OUT";"Valerium";"VAL";"Bem - Aventurados os Simples";"Valerium";"Waldo Vieira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 712 · Ordem estante (Table 2): 712 · Obra nº 886 · Exemplares da mesma obra: 711, 712"
"887";"887";"326";"326";"OUT";"Valérium";"VAL";"Bem Aventurados os Simples";"Valérium";"Waldo Vieira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 326 · Ordem estante (Table 2): 326 · Obra nº 887"
"888";"888";"599";"599";"OUT";"Vera Lucia Marinzeck";"VER";"Palco das encarnações";"Vera Lucia Marinzeck";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 599 · Ordem estante (Table 2): 599 · Obra nº 888"
"889";"889";"751";"751";"OUT";"Vera Lúcia Marinzek";"VER";"Palco das encarnações";"Vera Lúcia Marinzek";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 751 · Ordem estante (Table 2): 751 · Obra nº 889"
"890";"890";"259";"259";"OUT";"Viana de Carvalho";"VIA";"O Tributo de Icó";"Viana de Carvalho";"Luciano Klein Filho";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 259 · Ordem estante (Table 2): 259 · Obra nº 890"
"891";"891";"849";"849";"OUT";"Vianna de Carvalho";"VIA";"Atualidade do pensamento Espírita";"Vianna de Carvalho";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 849 · Ordem estante (Table 2): 849 · Obra nº 891"
"892";"892";"781";"781";"OUT";"Vianna de Carvalho";"VIA";"Espiritismo e Vida";"Vianna de Carvalho";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 781 · Ordem estante (Table 2): 781 · Obra nº 892"
"893";"893";"887";"887";"OUT";"Vianna de Carvalho";"VIA";"Mediuns e Mediunidade";"Vianna de Carvalho";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 887 · Ordem estante (Table 2): 887 · Obra nº 893"
"894";"894";"543";"543";"OUT";"Victor Ribas";"VIC";"ABC do Espiritismo";"Victor Ribas";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 543 · Ordem estante (Table 2): 543 · Obra nº 894"
"895";"895";"620";"620";"OUT";"Victor Ribas Carneiro";"VIC";"ABC do Espiritismo";"Victor Ribas Carneiro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 620 · Ordem estante (Table 2): 620 · Obra nº 895"
"896";"896";"564";"564";"OUT";"Vilma Americana";"VIL";"Evangelho e Ciência";"Vilma Americana";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 564 · Ordem estante (Table 2): 564 · Obra nº 896"
"897";"897";"551";"551";"OUT";"Vinicius";"VIN";"Em Busca do Mestre";"Vinicius";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 551 · Ordem estante (Table 2): 551 · Obra nº 897"
